file,category,keyword,page,excerpt
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Crusades,Crusades,78,"...regions. 8a Explain the political and cultural consequences of the [Crusades,] the Reconquista, the Spanish Inquisition, and the establishment of the..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Crusades,Crusades,78,"...regions. 8a Explain the political and cultural consequences of the [Crusades,] the Reconquista, the Spanish Inquisition, and the establishment of the..."
California HSS Standards 1998.pdf,Crusades,Crusades,37,"...England). 6. Discuss the causes and course of the religious [Crusades] and their effects on the Chris­ tian, Muslim, and Jewish..."
California HSS Standards 1998.pdf,Crusades,Crusades,37,"...England). 6. Discuss the causes and course of the religious [Crusades] and their effects on the Chris­ tian, Muslim, and Jewish..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Daoism,Daoism,71,"...Han Dynasty. 13a Compare and contrast the philosophies of Confucianism, [Daoism,] and Legalism and explain how they influenced dynastic cycles, politics,..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Divine,Divine,79,"...rise of absolutism in France under Louis XIV, including the [divine] right of kings. Examples: construction of the Palace of Versailles,..."
California HSS Standards 1998.pdf,Divine,Divine,34,"...and authority, the natural rights of human beings and the [divine] right of kings, experimen­ talism in science, and the dogma..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Faith,Faith,119,"...commerce regulation, dispute resolution, federal enforcement of interstate laws, full [faith] and credit clause, interstate compacts, privileges and immunities clause 13c..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Faith,Faith,144,"...traditions. Examples: a dastār to symbolize piety in the Sikh [faith,] sacral architecture, sand mandala 4b Differentiate between material and nonmaterial..."
California HSS Standards 1998.pdf,Faith,Faith,37,"...interest in humanism (i.e., a balance between intellect and religious [faith).] California Department of Education Created May 18, 2000"
California HSS Standards 1998.pdf,Faith,Faith,41,"...by the Constitution’s clauses on interstate commerce, common coinage, and [full-faith] and credit. 4. Understand how the conflicts between Thomas Jefferson..."
California HSS Standards 1998.pdf,Faith,Faith,49,"...differences in Judeo-Christian and Greco-Roman views of law, reason and [faith,] and duties of the individual. 2. Trace the development of..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Genocide,Genocide,140,"...examples from recent history. Examples: Balkans, Bangladesh Liberation War, Cambodia [Genocide,] Rwanda Genocide 9 Evaluate the impact of economic globalization on..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Genocide,Genocide,140,"...recent history. Examples: Balkans, Bangladesh Liberation War, Cambodia Genocide, Rwanda [Genocide] 9 Evaluate the impact of economic globalization on worldwide trends..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Genocide,Genocide,151,...of the mass killings and exploration of the concept of [genocide.] Course Topics: 1. Antisemitism and Pre-War Jewish Life 2. The...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Genocide,Genocide,157,"...Museum (USHMM), Yad Vashem 22 Differentiate between the concepts of [genocide] and mass atrocity.* 22a Analyze the causes and effects of..."
Arizon SS Standards 2019.pdf,Genocide,Genocide,40,"...the nations and leaders that abuse human rights and/or support [genocide] (In addition to the study of the Holocaust, other genocides..."
California HSS Standards 1998.pdf,Genocide,Genocide,51,"...to the war effort. 5. Discuss human rights violations and [genocide,] including the Ottoman government’s actions against Armenian citizens. 10.6 Students..."
Connecticu socialstudiesframeworks2015.pdf,Genocide,Genocide,84,"...human rights abuses on the people of sub-Saharan Africa (e.g., [Genocide] in Rwanda, Apartheid in South Africa). South America • Examine..."
Connecticu socialstudiesframeworks2015.pdf,Genocide,Genocide,120,...ͳ Analyze the social and political factors that led to [genocide.] ͳ Analyze how the Holocaust represented man’s inhumanity to man....
Connecticu socialstudiesframeworks2015.pdf,Genocide,Genocide,130,"...frequent human rights violations in the modern world (e.g., Armenian [genocide,] Nanking Massacre, Holocaust, Amritsar Massacre, Chinese Cultural Revolution, Syrian Civil..."
California HSS Standards 1998.pdf,God,God,31,...the first monotheistic religion based on the concept of one [God] who sets down moral laws for humanity. 2. Identify the...
California HSS Standards 1998.pdf,God,God,31,"...beliefs of Judaism (the Hebrew Bible, the Commentaries): belief in [God,] observance of law, practice of the concepts of righteousness and..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Hebrew,Hebrew,63,"...District of Columbia, commitment to religious freedom (Letter to the [Hebrew] Congregation at Newport), and the two-term precedent. 19a Formulate and..."
California HSS Standards 1998.pdf,Hebrew,Hebrew,31,"...of the ethical teachings and central beliefs of Judaism (the [Hebrew] Bible, the Commentaries): belief in God, observance of law, practice..."
California HSS Standards 1998.pdf,Hebrew,Hebrew,31,...importance of study; and describe how the ideas of the [Hebrew] traditions are reflected in the moral and ethical traditions of...
California HSS Standards 1998.pdf,Hebrew,Hebrew,31,"...4. Discuss the locations of the settlements and movements of [Hebrew] peoples, including the Exodus and their movement to and from..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Hindu,Hindu,76,"...Buddhism and Shintoism (shinbutsu shūgō); Khmer Empire and spread of [Hindu,] Buddhist, and Shiva-Buddha traditions and their fusion with indigenous traditions..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Hindu,Hindu,144,"...affluence and excess, Kathakali as music and dance to tell [Hindu] stories 2024 Alabama Course of Study: Social Studies 134"
California HSS Standards 1998.pdf,Hindu,Hindu,32,"...includ­ ing the Bhagavad Gita; medicine; metallurgy; and mathematics, including [Hindu-] Arabic numerals and the zero). California Department of Education Created..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Hinduism,Hinduism,70,...to the beginning of the Gupta Empire. 12a Summarize how [Hinduism] as well as a caste system emerged from different religious...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Hinduism,Hinduism,76,"...evolution of religion in Asia, including the growth of Buddhism, [Hinduism,] Jainism, and Sikhism. Examples: Bhakti movement; Delhi Sultanate and spread..."
Arizon SS Standards 2019.pdf,Hinduism,Hinduism,32,"...World religions including, but not limited to Buddhism, Christianity, Confucianism, [Hinduism,] Islam, Judaism, Shintoism, Sikhism, and Taoism, (origins, founders, major tenets,..."
Arizon SS Standards 2019.pdf,Hinduism,Hinduism,35,"...identity. • Key world religions such as Buddhism, Christianity, Confucianism, [Hinduism,] Islam, Judaism, Shintoism, Sikhism, and Taoism ● 6.H3.3 Explain why..."
Arizon SS Standards 2019.pdf,Hinduism,Hinduism,48,"...Belief Systems including but not limited to Buddhism, Christianity, Confucianism, [Hinduism,] Islam, Judaism, Shintoism, Sikhism, Taoism, and as well as non-religious..."
California HSS Standards 1998.pdf,Hinduism,Hinduism,32,...of Brahmanism in India and how they evolved into early [Hinduism.] 4. Outline the social structure of the caste system. 5....
Colorado 2020 Social Studies - Academic Standards.pdf,Hinduism,Hinduism,103,"...example: the Enlightenment, the development and expansion of Buddhism, Christianity, [Hinduism,] Islam, Judaism, Sikhism, and Taoism. f. Investigate the historical development..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,5,...Contemporary World Issues 126 Human Geography 132 Historical Studies 137 [Holocaust] Studies 141 Alabama Studies 148 2024 Alabama Course of Study:...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,5,...Contemporary World Issues 126 Human Geography 132 Historical Studies 137 [Holocaust] Studies 141 Alabama Studies 148 2024 Alabama Course of Study:...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,51,"...the war, including Pearl Harbor, internment of Japanese-Americans, D-Day, the [Holocaust,] Victory in Europe (VE) Day, the development and use of..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,51,"...the war, including Pearl Harbor, internment of Japanese-Americans, D-Day, the [Holocaust,] Victory in Europe (VE) Day, the development and use of..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,81,"...disciplines (Psychology, Sociology, Contemporary World Issues, Human Geography, Historical Studies, [Holocaust] Studies, and Alabama Studies). Standards for these optional high school..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,81,"...disciplines (Psychology, Sociology, Contemporary World Issues, Human Geography, Historical Studies, [Holocaust] Studies, and Alabama Studies). Standards for these optional high school..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,87,"...Operation Pied Piper and child relocation, resistors 11 Explain the [Holocaust] as the state-sponsored, systematic persecution and mass murder of Europe’s..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,87,"...Explain the roles of different types of camps in the [Holocaust,] including slave labor, transit, concentration camps, and killing centers. Examples:..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,87,"...Operation Pied Piper and child relocation, resistors 11 Explain the [Holocaust] as the state-sponsored, systematic persecution and mass murder of Europe’s..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,87,"...Explain the roles of different types of camps in the [Holocaust,] including slave labor, transit, concentration camps, and killing centers. Examples:..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,107,"...toward Nazi Germany and the growing refugee crisis as the [Holocaust] began. Examples: America First Committee (AFC), Evian Conference, Father Coughlin,..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,107,"...role of the United States military in helping end the [Holocaust,] including the liberation of concentration camps and participation in the..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,107,"...toward Nazi Germany and the growing refugee crisis as the [Holocaust] began. Examples: America First Committee (AFC), Evian Conference, Father Coughlin,..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,107,"...role of the United States military in helping end the [Holocaust,] including the liberation of concentration camps and participation in the..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,151,[Holocaust] Studies Holocaust Studies High School Elective Grade Level: Grades 9-12...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,151,Holocaust Studies [Holocaust] Studies High School Elective Grade Level: Grades 9-12 Course Credit:...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,151,...and 22b are required) OR 1.0 (All standards are required) [Holocaust] Studies provides students with an in-depth study of the Holocaust...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,151,"...Holocaust Studies provides students with an in-depth study of the [Holocaust] (the state-sponsored, systematic murder of Europe’s Jews) and the persecution..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,151,[Holocaust] Studies Holocaust Studies High School Elective Grade Level: Grades 9-12...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,151,Holocaust Studies [Holocaust] Studies High School Elective Grade Level: Grades 9-12 Course Credit:...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,151,...and 22b are required) OR 1.0 (All standards are required) [Holocaust] Studies provides students with an in-depth study of the Holocaust...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,151,"...Holocaust Studies provides students with an in-depth study of the [Holocaust] (the state-sponsored, systematic murder of Europe’s Jews) and the persecution..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,152,[Holocaust] Studies ● Analyze change and continuity in historical eras. ●...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,152,[Holocaust] Studies ● Analyze change and continuity in historical eras. ●...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,153,[Holocaust] Studies HOLOCAUST STUDIES CONTENT STANDARDS Please refer to “Directions for...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,153,Holocaust Studies [HOLOCAUST] STUDIES CONTENT STANDARDS Please refer to “Directions for Interpreting Standards”...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,153,...AND PRE-WAR JEWISH LIFE 1 Defend the definition of the [Holocaust] as the planned and systematic state-sponsored persecution and murder of...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,153,[Holocaust] Studies HOLOCAUST STUDIES CONTENT STANDARDS Please refer to “Directions for...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,153,Holocaust Studies [HOLOCAUST] STUDIES CONTENT STANDARDS Please refer to “Directions for Interpreting Standards”...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,153,...AND PRE-WAR JEWISH LIFE 1 Defend the definition of the [Holocaust] as the planned and systematic state-sponsored persecution and murder of...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,154,[Holocaust] Studies THE RISE OF HITLER AND THE NAZIS 4 Outline...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,154,[Holocaust] Studies THE RISE OF HITLER AND THE NAZIS 4 Outline...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,155,[Holocaust] Studies 7d Assess how German Jews reacted to increasing exclusion...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,155,...were aware of Nazi antisemitic and racial policies and the [Holocaust] through the information and news available to them during the...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,155,[Holocaust] Studies 7d Assess how German Jews reacted to increasing exclusion...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,155,...were aware of Nazi antisemitic and racial policies and the [Holocaust] through the information and news available to them during the...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,156,[Holocaust] Studies 12a Locate on a map the Einsatzgruppen killing sites...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,156,"...States military to the suffering of European Jews in the [Holocaust.*] Examples: Evian and Bermuda Conferences, War Refugee Board 2024 Alabama..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,156,[Holocaust] Studies 12a Locate on a map the Einsatzgruppen killing sites...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,156,"...States military to the suffering of European Jews in the [Holocaust.*] Examples: Evian and Bermuda Conferences, War Refugee Board 2024 Alabama..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,[Holocaust] Studies 18a Evaluate American and Allied officials’ knowledge of and...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,...and the German surrender. POST-WAR 20 Describe the experience of [Holocaust] survivors and other displaced persons following World War II.* 20a...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,...War II.* 20a Research and report on the lives of [Holocaust] survivors who settled in Alabama after World War II. 21...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,...at the Nuremberg Trials. 21b Analyze the influence of the [Holocaust] on the drafting and substance of the 1948 United Nations...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,"...Develop an argument regarding the need for education about the [Holocaust] and how museums, memorials, and organizations can be used to..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,"...and organizations can be used to preserve memory and combat [Holocaust] denial.* Examples: Echoes & Reflections, International Holocaust Remembrance Alliance (IHRA),..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,"...memory and combat Holocaust denial.* Examples: Echoes & Reflections, International [Holocaust] Remembrance Alliance (IHRA), United States Holocaust Memorial Museum (USHMM), Yad..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,"...Echoes & Reflections, International Holocaust Remembrance Alliance (IHRA), United States [Holocaust] Memorial Museum (USHMM), Yad Vashem 22 Differentiate between the concepts..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,...concepts of personal and civic responsibility have evolved following the [Holocaust.*] 2024 Alabama Course of Study: Social Studies 147
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,[Holocaust] Studies 18a Evaluate American and Allied officials’ knowledge of and...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,...and the German surrender. POST-WAR 20 Describe the experience of [Holocaust] survivors and other displaced persons following World War II.* 20a...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,...War II.* 20a Research and report on the lives of [Holocaust] survivors who settled in Alabama after World War II. 21...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,...at the Nuremberg Trials. 21b Analyze the influence of the [Holocaust] on the drafting and substance of the 1948 United Nations...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,"...Develop an argument regarding the need for education about the [Holocaust] and how museums, memorials, and organizations can be used to..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,"...and organizations can be used to preserve memory and combat [Holocaust] denial.* Examples: Echoes & Reflections, International Holocaust Remembrance Alliance (IHRA),..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,"...memory and combat Holocaust denial.* Examples: Echoes & Reflections, International [Holocaust] Remembrance Alliance (IHRA), United States Holocaust Memorial Museum (USHMM), Yad..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,"...Echoes & Reflections, International Holocaust Remembrance Alliance (IHRA), United States [Holocaust] Memorial Museum (USHMM), Yad Vashem 22 Differentiate between the concepts..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holocaust,Holocaust,157,...concepts of personal and civic responsibility have evolved following the [Holocaust.*] 2024 Alabama Course of Study: Social Studies 147
Arizon SS Standards 2019.pdf,Holocaust,Holocaust,40,"...and/or support genocide (In addition to the study of the [Holocaust,] other genocides should be studied) ● Environmental issues ● Information..."
Arizon SS Standards 2019.pdf,Holocaust,Holocaust,40,"...and/or support genocide (In addition to the study of the [Holocaust,] other genocides should be studied) ● Environmental issues ● Information..."
Arizon SS Standards 2019.pdf,Holocaust,Holocaust,48,"...of communism, and nationalism in China, Turkey, and India • [Holocaust] and other genocides • The Cold War including origins, the..."
Arizon SS Standards 2019.pdf,Holocaust,Holocaust,48,"...of communism, and nationalism in China, Turkey, and India • [Holocaust] and other genocides • The Cold War including origins, the..."
California HSS Standards 1998.pdf,Holocaust,Holocaust,52,...European Jews; its transformation into the Final Solution; and the [Holocaust] that resulted in the murder of six million Jewish civilians....
California HSS Standards 1998.pdf,Holocaust,Holocaust,52,...European Jews; its transformation into the Final Solution; and the [Holocaust] that resulted in the murder of six million Jewish civilians....
California HSS Standards 1998.pdf,Holocaust,Holocaust,53,"...forces of nationalism developed in the Middle East, how the [Holocaust] affected world opinion regarding the need for a Jewish state,..."
California HSS Standards 1998.pdf,Holocaust,Holocaust,53,"...forces of nationalism developed in the Middle East, how the [Holocaust] affected world opinion regarding the need for a Jewish state,..."
Colorado 2020 Social Studies - Academic Standards.pdf,Holocaust,Holocaust,103,"...as forms of and gender; revolutions; the World Wars, the [Holocaust,] the Cold War; and resistance. independence movements/decolonization. b. Investigate causes..."
Colorado 2020 Social Studies - Academic Standards.pdf,Holocaust,Holocaust,103,"...as forms of and gender; revolutions; the World Wars, the [Holocaust,] the Cold War; and resistance. independence movements/decolonization. b. Investigate causes..."
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,120,...to which World War II represented “total war.” • The [Holocaust] ͳ Analyze the social and political factors that led to...
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,120,...political factors that led to genocide. ͳ Analyze how the [Holocaust] represented man’s inhumanity to man. ͳ Evaluate the roles played...
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,120,...to which World War II represented “total war.” • The [Holocaust] ͳ Analyze the social and political factors that led to...
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,120,...political factors that led to genocide. ͳ Analyze how the [Holocaust] represented man’s inhumanity to man. ͳ Evaluate the roles played...
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,130,...• Were the Nuremberg Trials an effective response to the [Holocaust?] • Is the International War Crimes Tribunal an effective means...
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,130,"...violations in the modern world (e.g., Armenian genocide, Nanking Massacre, [Holocaust,] Amritsar Massacre, Chinese Cultural Revolution, Syrian Civil War)? Participation and..."
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,130,...• Were the Nuremberg Trials an effective response to the [Holocaust?] • Is the International War Crimes Tribunal an effective means...
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,130,"...violations in the modern world (e.g., Armenian genocide, Nanking Massacre, [Holocaust,] Amritsar Massacre, Chinese Cultural Revolution, Syrian Civil War)? Participation and..."
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,138,...• Evaluate the role of the United States during the [Holocaust.] The Cold War • Analyze the role of nuclear power...
Connecticu socialstudiesframeworks2015.pdf,Holocaust,Holocaust,138,...• Evaluate the role of the United States during the [Holocaust.] The Cold War • Analyze the role of nuclear power...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Holy,Holy,76,"...Eastern Europe and Central Asia. Examples: Filioque clause and the [Holy] Spirit, Great Schism (1054 CE), iconoclasm, spread to Russia 2b..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Islam,Islam,76,...codes. MEDIEVAL SOCIETIES 3 Trace and analyze the spread of [Islam] through the Mediterranean region under the caliphs from 632 to...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Islam,Islam,76,"...India and Spain 3a Outline the founding and development of [Islam] under Muhammad. Examples: Five Pillars of Islam, importance of Mecca..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Islam,Islam,76,"...and development of Islam under Muhammad. Examples: Five Pillars of [Islam,] importance of Mecca and Medina, the Qur’an 3b Differentiate among..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Islam,Islam,76,...and Sikhism. Examples: Bhakti movement; Delhi Sultanate and spread of [Islam;] intertwining of Buddhism and Shintoism (shinbutsu shūgō); Khmer Empire and...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Islam,Islam,77,"...role of griots, trade with North Africa and spread of [Islam] and literacy 5c Evaluate the economic and cultural contributions of..."
Arizon SS Standards 2019.pdf,Islam,Islam,32,"...religions including, but not limited to Buddhism, Christianity, Confucianism, Hinduism, [Islam,] Judaism, Shintoism, Sikhism, and Taoism, (origins, founders, major tenets, practices,..."
Arizon SS Standards 2019.pdf,Islam,Islam,35,"...• Key world religions such as Buddhism, Christianity, Confucianism, Hinduism, [Islam,] Judaism, Shintoism, Sikhism, and Taoism ● 6.H3.3 Explain why communities,..."
Arizon SS Standards 2019.pdf,Islam,Islam,48,"...Systems including but not limited to Buddhism, Christianity, Confucianism, Hinduism, [Islam,] Judaism, Shintoism, Sikhism, Taoism, and as well as non-religious worldviews..."
California HSS Standards 1998.pdf,Islam,Islam,35,"...political, economic, religious, and social structures of the civilizations of [Islam] in the Middle Ages. 1. Identify the physical features and..."
California HSS Standards 1998.pdf,Islam,Islam,35,"...and sedentary ways of life. 2. Trace the origins of [Islam] and the life and teachings of Muhammad, including Islamic teachings..."
California HSS Standards 1998.pdf,Islam,Islam,35,...blending within Muslim civilization and the spread and acceptance of [Islam] and the Arabic language. 5. Describe the growth of cities...
Colorado 2020 Social Studies - Academic Standards.pdf,Islam,Islam,103,"...Apply knowledge and skills to implement sophisticated, appropriate, and in [Islam;] independence movements in Africa, the Americas, and Asia; and workable..."
Colorado 2020 Social Studies - Academic Standards.pdf,Islam,Islam,103,"...the Enlightenment, the development and expansion of Buddhism, Christianity, Hinduism, [Islam,] Judaism, Sikhism, and Taoism. f. Investigate the historical development and..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Islamic,Islamic,76,"...defeat of the Byzantine and Sasanian empires, Abbasid Caliphate and [Islamic] Golden Age, Umayyad Caliphate’s expansion toward India and Spain 3a..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Islamic,Islamic,76,"...of Mecca and Medina, the Qur’an 3b Differentiate among the [Islamic] sects that developed after the death of Muhammad. Examples: Kharijites,..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Islamic,Islamic,76,"...Examples: Kharijites, Shi’ites, Sufism, Sunnis 3c Analyze the influence of [Islamic] cultural, economic, and political systems in Africa, Arabia, and Europe...."
California HSS Standards 1998.pdf,Islamic,Islamic,35,"...of Islam and the life and teachings of Muhammad, including [Islamic] teachings on the connection with Judaism and Christianity. 3. Explain..."
California HSS Standards 1998.pdf,Islamic,Islamic,35,"...the Qur’an and the Sunnah as the primary sources of [Islamic] beliefs, practice, and law, and their influence in Muslims’ daily..."
California HSS Standards 1998.pdf,Islamic,Islamic,36,"...and cultural characteristics of West Africa and the influence of [Islamic] beliefs, ethics, and law. 4. Trace the growth of the..."
California HSS Standards 1998.pdf,Islamic,Islamic,36,"...the growth of the Arabic language in government, trade, and [Islamic] scholarship in West Africa. 5. Describe the importance of written..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Israel,Israel,42,"...Alabama’s early political leaders, including William Wyatt Bibb, Thomas Bibb, [Israel] Pickens, William Rufus King, and John W. Walker. 10b Outline..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Israel,Israel,69,"...II 8 Explain the geographic and cultural development of ancient [Israel.] 8a Identify the central tenets of Judaism, and compare Judaism..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Israel,Israel,69,"...Mediterranean ancient civilizations. 8b Describe the establishment of a unified [Israel] under Kings Saul, David, and Solomon. 8c Outline the multiple..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Israel,Israel,69,"...multiple exiles of the Jewish people and their return to [Israel,] from the establishment of the nation through the Roman destruction..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Israel,Israel,89,...the Arab-Israeli conflict following the establishment of the State of [Israel] and explain its impact on the global community. Examples: Lebanese...
California HSS Standards 1998.pdf,Israel,Israel,31,...of the Jewish population from Jerusalem and the rest of [Israel] after the destruc­ tion of the second Temple in A.D....
California HSS Standards 1998.pdf,Israel,Israel,53,...the significance and effects of the location and establishment of [Israel] on world affairs. 7. Analyze the reasons for the collapse...
Connecticu socialstudiesframeworks2015.pdf,Israel,Israel,83,...environmental changes on • Evaluate how the physical features of [Israel] help to populations of various world regions over time. explain...
Connecticu socialstudiesframeworks2015.pdf,Israel,Israel,83,"...of various world regions over time. explain the conflicts between [Israel] and its neigh- boring nations (e.g., security concerns and the..."
Connecticu socialstudiesframeworks2015.pdf,Israel,Israel,121,...short-term and long-term causes and effects of the creation of [Israel.] ͳ Identify the factors most responsible for progress and regression...
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Jainism,Jainism,76,"...of religion in Asia, including the growth of Buddhism, Hinduism, [Jainism,] and Sikhism. Examples: Bhakti movement; Delhi Sultanate and spread of..."
Alabama-Course-of-Study-Social-Studies_2024pdf.pdf,Jerusalem,Jerusalem,69,"...the establishment of the nation through the Roman destruction of [Jerusalem] in 70 AD/CE. Examples: Assyrian Exile, Babylonian Captivity ANCIENT CIVILIZATIONS..."
